Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '3', 'scatter']",122.5876,2.5876,0.1393,0.0993,8.9858,102.0,60.0,"[1.483086, 1.446673, 1.455373, 1.465513]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '4', 'scatter']",120.8395,2.8395,0.1858,0.1013,8.992,102.0,59.0,"[1.441081, 1.439917, 1.468712, 1.457738]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '2', 'scatter']",120.6264,2.6264,0.0866,0.0989,8.9851,100.0,59.0,"[1.396997, 1.451323, 1.440325, 1.533794]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '3', 'scatter']",123.0934,3.0934,0.1255,0.1047,8.9953,105.0,60.0,"[1.386816, 1.406755, 1.444069, 1.415904]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '4', 'scatter']",123.4986,3.4986,0.1587,0.0934,9.0047,100.0,60.0,"[1.623683, 1.633911, 1.585798, 1.652156]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '2', 'balanced']",119.9688,1.9688,0.116,0.0963,8.9695,100.0,59.0,"[1.429183, 1.420617, 1.514616, 1.489308]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '3', 'balanced']",120.1136,2.1136,0.1565,0.0989,8.9725,100.0,59.0,"[1.432683, 1.467676, 1.422327, 1.412291]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '4', 'balanced']",120.7867,2.7867,0.1962,0.0971,8.9759,100.0,59.0,"[1.514219, 1.465341, 1.479025, 1.410763]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '2', 'balanced']",120.2659,2.2659,0.0996,0.0972,8.9758,100.0,59.0,"[1.448424, 1.474605, 1.49287, 1.442269]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '3', 'balanced']",123.3494,3.3494,0.1421,0.1007,8.9783,100.0,60.0,"[1.463698, 1.495138, 1.403263, 1.393852]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '4', 'balanced']",123.7333,3.7333,0.1872,0.1012,8.9822,100.0,60.0,"[1.397533, 1.49424, 1.440375, 1.458984]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '2', 'balanced']",120.6864,2.6864,0.0834,0.0988,8.9783,100.0,59.0,"[1.440232, 1.39457, 1.493382, 1.486904]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '3', 'balanced']",121.5316,3.5316,0.1165,0.1026,8.9951,101.0,59.0,"[1.42327, 1.42988, 1.485564, 1.42827]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '4', 'balanced']",122.3393,4.3393,0.1514,0.0949,9.0045,100.0,59.0,"[1.410596, 1.68639, 1.631897, 1.664524]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '2', 'scatter']",121.9715,1.9715,0.1185,0.0969,8.972,100.0,60.0,"[1.503032, 1.380476, 1.519939, 1.423035]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '3', 'scatter']",120.1538,2.1538,0.1563,0.0975,8.9763,100.0,59.0,"[1.453659, 1.455509, 1.41009, 1.502371]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '4', 'scatter']",122.3174,2.3174,0.2048,0.0998,8.981,101.0,60.0,"[1.408605, 1.435423, 1.398806, 1.474076]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '2', 'scatter']",122.2469,2.2469,0.0995,0.0955,8.9808,100.0,60.0,"[1.500464, 1.486481, 1.486462, 1.505442]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '3', 'scatter']",120.5388,2.5388,0.1404,0.1001,8.9858,102.0,59.0,"[1.508063, 1.448039, 1.44176, 1.406179]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '4', 'scatter']",120.8521,2.8521,0.1857,0.1021,8.9919,101.0,59.0,"[1.406425, 1.471817, 1.483737, 1.400506]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '2', 'scatter']",120.6204,2.6204,0.0901,0.1029,8.9852,101.0,59.0,"[1.379243, 1.444887, 1.374941, 1.396668]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '3', 'scatter']",121.1872,3.1872,0.1254,0.1032,8.9952,109.0,59.0,"[1.449624, 1.420389, 1.426798, 1.439243]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '4', 'scatter']",121.6696,3.6696,0.1605,0.094,9.0048,101.0,59.0,"[1.633652, 1.593426, 1.635317, 1.590868]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '2', 'balanced']",119.9675,1.9675,0.1188,0.0977,8.9694,100.0,59.0,"[1.440308, 1.413638, 1.412532, 1.502298]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '3', 'balanced']",120.1849,2.1849,0.153,0.0964,8.9725,100.0,59.0,"[1.49015, 1.437715, 1.449359, 1.504617]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '4', 'balanced']",120.8511,2.8511,0.1973,0.0974,8.9759,101.0,59.0,"[1.455864, 1.481425, 1.44568, 1.468835]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '2', 'balanced']",120.3042,2.3042,0.0998,0.0989,8.9758,100.0,59.0,"[1.418261, 1.446502, 1.464025, 1.433221]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '3', 'balanced']",121.253,3.253,0.1417,0.1002,8.9783,103.0,59.0,"[1.461016, 1.413699, 1.456585, 1.453234]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '4', 'balanced']",121.8664,3.8664,0.187,0.1008,8.9822,102.0,59.0,"[1.457112, 1.459351, 1.428704, 1.473619]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '2', 'balanced']",120.6178,2.6178,0.0844,0.0994,8.9783,102.0,59.0,"[1.459403, 1.469525, 1.399306, 1.44756]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '3', 'balanced']",121.3103,3.3103,0.1135,0.1015,8.9951,105.0,59.0,"[1.452876, 1.444331, 1.475196, 1.456168]"
