Configuration,grade1,grade2,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'scatter']",0.30213,268.19941,14.19941,81.03174,47.94432,8.25692,176.0,78.0,36.95563
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '2', 'scatter']",0.27948,234.9946,1.9946,65.67721,70.97308,8.25683,158.0,75.0,24.96399
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '3', 'scatter']",0.36154,236.96147,2.96147,85.67167,73.22116,8.25684,162.0,72.0,24.19759
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '4', 'scatter']",0.46421,240.01292,4.01292,111.41644,64.39379,8.25685,164.0,72.0,27.51476
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '2', 'scatter']",0.36292,266.27791,2.27791,96.63803,110.79644,8.25684,189.0,75.0,15.9913
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '3', 'scatter']",0.31778,255.22967,5.22967,81.10679,70.92731,8.25686,175.0,75.0,24.98033
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '4', 'scatter']",0.42259,266.28054,7.28054,112.52665,66.57054,8.25688,183.0,76.0,26.61532
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '2', 'scatter']",0.30342,269.11319,4.11319,81.65329,90.88005,8.25687,187.0,78.0,19.32431
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '3', 'scatter']",0.26925,264.37626,8.37626,71.18273,62.55994,8.25689,178.0,78.0,28.15453
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '4', 'scatter']",0.30097,269.24806,14.24806,81.03636,47.96225,8.25692,177.0,78.0,36.94157
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', '', '19', '2', 'scatter']",0.2706,229.22544,2.22544,62.02751,67.56853,8.25683,153.0,74.0,26.22184
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', '', '19', '3', 'scatter']",0.31331,232.08052,3.08052,72.71418,62.45301,8.25684,159.0,70.0,28.36974
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', '', '19', '4', 'scatter']",0.44295,236.13128,4.13128,104.59519,61.56984,8.25685,161.0,71.0,28.77675
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', '', '38', '2', 'scatter']",0.35901,259.40791,2.40791,93.13016,106.98988,8.25684,182.0,75.0,16.56025
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', '', '38', '3', 'scatter']",0.31741,255.30476,5.30476,81.03529,70.95538,8.25686,175.0,75.0,24.97045
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', '', '38', '4', 'scatter']",0.43102,268.01157,7.01157,115.51834,69.03319,8.25688,186.0,75.0,25.66586
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', '', '57', '2', 'scatter']",0.30239,271.09536,4.09536,81.97571,91.79254,8.25686,189.0,78.0,19.13221
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', '', '57', '3', 'scatter']",0.26978,265.31238,8.31238,71.57704,63.18251,8.25689,179.0,78.0,27.87711
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', '', '57', '4', 'scatter']",0.31484,267.22331,13.22331,84.13251,50.79371,8.25692,176.0,78.0,34.88248
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', '', '19', '2', 'scatter']",0.24144,234.19132,2.19132,56.54314,61.58518,8.25683,157.0,75.0,28.76944
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', '', '19', '3', 'scatter']",0.33669,232.13325,3.13325,78.15696,67.26013,8.25684,158.0,71.0,26.34214
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', '', '19', '4', 'scatter']",0.44402,237.12966,4.12966,105.29119,61.97666,8.25685,161.0,72.0,28.58786
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', '', '38', '2', 'scatter']",0.34802,263.39268,2.39268,91.66517,105.33395,8.25685,187.0,74.0,16.82059
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', '', '38', '3', 'scatter']",0.30876,259.1568,5.1568,80.01706,70.34516,8.25686,179.0,75.0,25.18706
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', '', '38', '4', 'scatter']",0.4366,264.6623,6.6623,115.55063,69.29945,8.25688,183.0,75.0,25.56725
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', '', '57', '2', 'scatter']",0.29778,271.15866,4.15866,80.74469,90.44561,8.25686,189.0,78.0,19.41713
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', '', '57', '3', 'scatter']",0.26667,266.34887,8.34887,71.0285,62.70562,8.25689,180.0,78.0,28.08912
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', '', '57', '4', 'scatter']",0.31349,268.25114,13.25114,84.09353,50.78941,8.25692,177.0,78.0,34.88521
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll=0 ', '', '19', '2', 'scatter']",0.24202,233.18027,2.18027,56.43334,61.62605,8.25683,157.0,74.0,28.75036
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll=0 ', '', '19', '3', 'scatter']",0.31028,236.98667,2.98667,73.53267,63.28303,8.25684,162.0,72.0,27.99765
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll=0 ', '', '19', '4', 'scatter']",0.44555,237.02386,4.02386,105.60529,62.49739,8.25685,162.0,71.0,28.34967
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll=0 ', '', '38', '2', 'scatter']",0.34765,260.3854,2.3854,90.52414,104.03709,8.25684,184.0,74.0,17.03026
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll=0 ', '', '38', '3', 'scatter']",0.31998,259.18746,5.18746,82.9358,72.63476,8.25686,179.0,75.0,24.3931
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll=0 ', '', '38', '4', 'scatter']",0.45058,267.82329,6.82329,120.67595,72.22395,8.25688,186.0,75.0,24.53197
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll=0 ', '', '57', '2', 'scatter']",0.29609,274.09141,4.09141,81.1559,90.97271,8.25686,192.0,78.0,19.30462
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll=0 ', '', '57', '3', 'scatter']",0.26291,268.20473,8.20473,70.5141,62.24538,8.25689,181.0,79.0,28.29679
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll=0 ', '', '57', '4', 'scatter']",0.30243,270.05784,13.05784,81.67279,49.3459,8.25691,178.0,79.0,35.90595
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll ', '', '19', '2', 'scatter']",0.23375,236.02485,2.02485,55.17124,60.1803,8.25683,159.0,75.0,29.44105
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll ', '', '19', '3', 'scatter']",0.30845,234.07574,3.07574,72.20073,62.05102,8.25684,159.0,72.0,28.55354
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll ', '', '19', '4', 'scatter']",0.45041,238.00155,4.00155,107.19945,63.41659,8.25685,162.0,72.0,27.93875
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll ', '', '38', '2', 'scatter']",0.34914,263.37166,2.37166,91.95297,105.72129,8.25684,186.0,75.0,16.75896
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll ', '', '38', '3', 'scatter']",0.29192,263.03145,5.03145,76.78372,67.45222,8.25686,182.0,76.0,26.26729
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll ', '', '38', '4', 'scatter']",0.42139,268.61856,6.61856,113.19229,68.08252,8.25688,186.0,76.0,26.02424
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll ', '', '57', '2', 'scatter']",0.29685,273.02547,4.02547,81.04706,90.82884,8.25686,191.0,78.0,19.3352
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll ', '', '57', '3', 'scatter']",0.26571,267.20713,8.20713,70.99923,62.64211,8.25689,181.0,78.0,28.11758
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll ', '', '57', '4', 'scatter']",0.31281,269.0221,13.0221,84.15194,50.80867,8.25691,178.0,78.0,34.8721
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '19', '2', 'scatter']",0.36084,242.26706,2.26706,87.4194,75.39731,8.25683,164.0,76.0,23.49913
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '19', '3', 'scatter']",0.37232,242.79544,3.79544,90.39759,66.95144,8.25684,166.0,73.0,26.46359
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '19', '4', 'scatter']",0.50587,244.42853,5.42853,123.64873,62.11767,8.25685,167.0,72.0,28.52296
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '38', '2', 'scatter']",0.38841,259.6735,3.6735,100.85889,87.78482,8.25684,181.0,75.0,20.1832
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '38', '3', 'scatter']",0.32082,257.7423,7.7423,82.68845,62.04184,8.25686,175.0,75.0,28.55794
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '38', '4', 'scatter']",0.46107,272.45443,9.45443,125.62077,63.25752,8.25688,187.0,76.0,28.00925
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '57', '2', 'scatter']",0.31936,266.64505,6.64505,85.15662,73.13094,8.25686,182.0,78.0,24.01437
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '57', '3', 'scatter']",0.24774,269.00977,13.00977,66.6454,50.01819,8.25689,177.0,79.0,35.21402
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '57', '4', 'scatter']",0.31052,275.91219,17.91219,85.67677,43.27497,8.25691,179.0,79.0,40.94306
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores never ', '', '-unroll ', '', '19', '2', 'scatter']",0.37691,241.23586,2.23586,90.9231,78.64094,8.25685,164.0,75.0,22.52995
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores never ', '', '-unroll ', '', '19', '3', 'scatter']",0.37892,242.83104,3.83104,92.01458,68.04269,8.25686,166.0,73.0,26.03925
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores never ', '', '-unroll ', '', '19', '4', 'scatter']",0.51056,245.43193,5.43193,125.30779,62.89929,8.25686,168.0,72.0,28.1686
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores never ', '', '-unroll ', '', '38', '2', 'scatter']",0.39849,258.72944,3.72944,103.10165,89.51977,8.25686,180.0,75.0,19.7921
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores never ', '', '-unroll ', '', '38', '3', 'scatter']",0.32221,260.62858,7.62858,83.978,63.03634,8.25688,177.0,76.0,28.10748
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores never ', '', '-unroll ', '', '38', '4', 'scatter']",0.3999,271.29795,9.29795,108.49163,54.79432,8.2569,185.0,77.0,32.33546
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores never ', '', '-unroll ', '', '57', '2', 'scatter']",0.32528,267.69467,6.69467,87.07476,74.68633,8.25688,183.0,78.0,23.51433
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores never ', '', '-unroll ', '', '57', '3', 'scatter']",0.24854,267.7719,12.7719,66.55324,49.90852,8.25691,177.0,78.0,35.29157
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores never ', '', '-unroll ', '', '57', '4', 'scatter']",0.30697,276.23173,18.23173,84.79467,42.85515,8.25693,180.0,78.0,41.34425
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '2', 'scatter']",0.30614,240.03763,2.03763,73.48527,81.9715,8.25684,162.0,76.0,21.61451
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '3', 'scatter']",0.35903,235.62151,3.62151,84.59434,72.18117,8.25685,160.0,72.0,24.54627
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '4', 'scatter']",0.46598,239.11551,5.11551,111.4226,64.46892,8.25686,162.0,72.0,27.48273
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '2', 'scatter']",0.37674,262.9587,2.9587,99.0662,112.136,8.25685,184.0,76.0,15.80029
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '3', 'scatter']",0.30524,256.06436,7.06436,78.16131,68.45431,8.25687,173.0,76.0,25.88281
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '4', 'scatter']",0.4058,263.0282,10.0282,106.73743,62.60189,8.25689,178.0,75.0,28.30263
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '2', 'scatter']",0.29479,264.8273,5.8273,78.06886,86.2896,8.25687,182.0,77.0,20.35235
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '3', 'scatter']",0.25522,263.55435,11.55435,67.26398,59.13489,8.2569,174.0,78.0,29.78525
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '4', 'scatter']",0.28532,274.89578,17.89578,78.43216,46.32236,8.25693,179.0,78.0,38.24948
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '2', 'scatter']",0.31558,237.04102,2.04102,74.80484,83.64731,8.25684,160.0,75.0,21.18148
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '3', 'scatter']",0.35736,236.61346,3.61346,84.55585,72.19145,8.25685,161.0,72.0,24.54277
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '4', 'scatter']",0.46603,239.13118,5.13118,111.44338,64.48763,8.25686,162.0,72.0,27.47476
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '2', 'scatter']",0.39072,261.96176,2.96176,102.35444,115.88495,8.25685,185.0,74.0,15.28914
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '3', 'scatter']",0.30319,256.13752,7.13752,77.65763,68.11568,8.25687,174.0,75.0,26.01148
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '4', 'scatter']",0.42528,264.87352,9.87352,112.64627,66.37324,8.25689,180.0,75.0,26.69446
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '2', 'scatter']",0.29794,264.82817,5.82817,78.90347,87.28197,8.25687,182.0,77.0,20.12095
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '3', 'scatter']",0.2544,264.58298,11.58298,67.31089,59.16323,8.2569,175.0,78.0,29.77098
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '4', 'scatter']",0.29406,271.04053,18.04053,79.70236,47.0365,8.25693,175.0,78.0,37.66835
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '2', 'scatter']",0.24947,235.02172,2.02172,58.62984,63.37849,8.25683,158.0,75.0,27.9554
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '3', 'scatter']",0.35531,238.82949,2.82949,84.85814,72.54733,8.25684,164.0,72.0,24.42234
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '4', 'scatter']",0.46616,240.00024,4.00024,111.87735,64.64779,8.25685,163.0,73.0,27.40666
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '2', 'scatter']",0.3954,265.27715,2.27715,104.89172,120.24771,8.25684,188.0,75.0,14.73441
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '3', 'scatter']",0.30277,259.2282,5.2282,78.48544,68.73026,8.25686,178.0,76.0,25.77886
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'scatter']",0.393,264.22685,7.22685,103.84198,61.24279,8.25688,181.0,76.0,28.93069
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'scatter']",0.30058,269.19094,4.19094,80.91367,89.94602,8.25686,186.0,79.0,19.52498
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'scatter']",0.26516,268.36328,8.36328,71.15875,62.50896,8.25689,181.0,79.0,28.17749
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'scatter']",0.30031,270.18217,14.18217,81.13942,48.00216,8.25692,177.0,79.0,36.91094
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '2', 'scatter']",0.24631,235.95685,1.95685,58.11956,63.00735,8.25683,159.0,75.0,28.12007
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '3', 'scatter']",0.32646,235.97597,2.97597,77.03599,65.84644,8.25684,160.0,73.0,26.90769
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '4', 'scatter']",0.46313,240.99437,3.99437,111.61152,64.50098,8.25685,165.0,72.0,27.46904
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '2', 'scatter']",0.38933,266.27926,2.27926,103.67178,118.94838,8.25684,189.0,75.0,14.89536
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '3', 'scatter']",0.31471,261.24127,5.24127,82.21619,71.65449,8.25686,180.0,76.0,24.72682
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '4', 'scatter']",0.43151,262.5857,7.5857,113.30806,66.53717,8.25688,179.0,76.0,26.62867
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '2', 'scatter']",0.29976,270.10519,4.10519,80.96607,89.9527,8.25687,188.0,78.0,19.52353
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '3', 'scatter']",0.26648,265.3689,8.3689,70.71682,62.13381,8.25689,178.0,79.0,28.34762
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '4', 'scatter']",0.29456,272.30051,14.30051,80.20925,47.48768,8.25692,179.0,79.0,37.31099
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', '', '19', '2', 'scatter']",0.26627,233.1913,2.1913,62.09205,67.56474,8.25683,156.0,75.0,26.22331
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', '', '19', '3', 'scatter']",0.33632,233.1297,3.1297,78.40715,67.36529,8.25684,158.0,72.0,26.30102
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', '', '19', '4', 'scatter']",0.43934,238.13811,4.13811,104.62445,61.58263,8.25685,162.0,72.0,28.77077
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', '', '38', '2', 'scatter']",0.35054,261.39984,2.39984,91.63201,105.39416,8.25684,184.0,75.0,16.81098
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', '', '38', '3', 'scatter']",0.30354,259.28771,5.28771,78.70511,69.06762,8.25686,178.0,76.0,25.65294
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', '', '38', '4', 'scatter']",0.43269,265.13769,7.13769,114.72269,68.64408,8.25688,182.0,76.0,25.81135
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', '', '57', '2', 'scatter']",0.29826,274.08968,4.08968,81.75056,91.63879,8.25686,191.0,79.0,19.16431
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', '', '57', '3', 'scatter']",0.26567,267.31729,8.31729,71.01804,62.71006,8.25689,180.0,79.0,28.08713
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', '', '57', '4', 'scatter']",0.30941,270.31445,13.31445,83.63915,50.50172,8.25692,178.0,79.0,35.08421
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', '', '19', '2', 'scatter']",0.26315,235.16759,2.16759,61.88408,67.38223,8.25683,157.0,76.0,26.29434
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', '', '19', '3', 'scatter']",0.33101,237.02947,3.02947,78.45982,67.44722,8.25684,161.0,73.0,26.26907
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', '', '19', '4', 'scatter']",0.43158,239.13451,4.13451,103.20678,60.74894,8.25685,162.0,73.0,29.16561
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', '', '38', '2', 'scatter']",0.34613,268.29565,2.29565,92.86633,106.67302,8.25684,190.0,76.0,16.60944
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', '', '38', '3', 'scatter']",0.31969,263.25645,5.25645,84.16164,73.92543,8.25686,182.0,76.0,23.96723
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', '', '38', '4', 'scatter']",0.45228,269.95215,6.95215,122.09511,73.24455,8.25688,186.0,77.0,24.19014
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', '', '57', '2', 'scatter']",0.29548,274.08751,4.08751,80.98622,90.83694,8.25686,191.0,79.0,19.33348
"['-O2 ', '-opt-prefetch=4 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', '', '57', '3', 'scatter']",0.26172,268.31533,8.31533,70.22342,62.00075,8.25689,181.0,79.0,28.40846
