Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '2', 'scatter']",127.0474,3.0474,0.5764,10.5889,6.3134,151.0,62.0,"[7.842985, 7.819874, 8.083156, 7.879478]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '3', 'scatter']",127.5434,3.5434,0.9277,10.8008,6.3143,157.0,62.0,"[7.721269, 7.863521, 7.735413, 7.780405]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '4', 'scatter']",126.236,4.236,2.44,10.8578,6.3231,161.0,61.0,"[7.674622, 8.082167, 7.568816, 7.841765]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '2', 'balanced']",125.0746,3.0746,0.6578,9.3719,6.3133,121.0,61.0,"[8.959658, 8.808254, 9.150927, 9.129966]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '3', 'balanced']",123.7567,3.7567,0.9575,9.7215,6.315,123.0,60.0,"[8.884251, 8.807312, 8.577621, 8.49276]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '4', 'balanced']",124.1142,4.1142,2.2691,10.1155,6.3221,126.0,60.0,"[8.289453, 8.336249, 8.520339, 8.300004]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '2', 'balanced']",124.9618,2.9618,0.531,10.4026,6.3135,135.0,61.0,"[8.219344, 8.013592, 8.208187, 8.037596]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '3', 'balanced']",127.5277,3.5277,0.9258,10.6641,6.3147,140.0,62.0,"[7.923571, 8.039523, 7.87106, 7.855094]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '4', 'balanced']",125.9898,3.9898,2.2248,10.6655,6.3231,144.0,61.0,"[7.920336, 8.01095, 7.978925, 7.817432]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '2', 'balanced']",126.982,2.982,0.4987,10.702,6.315,151.0,62.0,"[7.886838, 7.982983, 7.804383, 7.851832]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '3', 'balanced']",125.5013,3.5013,0.9012,10.9162,6.3153,112.0,61.0,"[7.775706, 7.969134, 7.607775, 7.56974]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '4', 'balanced']",128.0313,4.0313,2.2376,11.0061,6.3227,162.0,62.0,"[7.737394, 7.640223, 7.544174, 7.823623]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '2', 'scatter']",123.1086,3.1086,0.6411,9.6448,6.2844,120.0,60.0,"[9.232433, 9.032155, 9.158013, 9.209059]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '3', 'scatter']",123.6502,3.6502,0.8105,10.1964,6.2844,124.0,60.0,"[8.64851, 8.645982, 8.862295, 8.493601]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '4', 'scatter']",124.1354,4.1354,1.6913,10.4325,6.2845,124.0,60.0,"[8.496513, 8.474431, 8.475215, 8.420405]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '2', 'scatter']",127.0034,3.0034,0.566,10.7999,6.2845,135.0,62.0,"[8.194393, 8.165577, 8.259389, 8.095317]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '3', 'scatter']",125.4969,3.4969,0.7861,11.1055,6.2845,142.0,61.0,"[7.984192, 8.005225, 7.861661, 7.964193]"
