Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '2', 'scatter']",155.9661,5.9661,6.4459,14.9363,4.3724,127.0,75.0,"[66.18034, 66.25314, 64.9103, 64.89248]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '3', 'scatter']",151.0804,7.0804,14.6411,18.3218,4.4172,129.0,72.0,"[53.58243, 55.46594, 53.33785, 53.61689]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '4', 'scatter']",154.1705,8.1705,27.566,21.0877,4.414,131.0,73.0,"[47.35889, 47.26248, 47.33831, 47.34928]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '2', 'scatter']",159.748,5.748,8.921,24.4359,4.3476,142.0,77.0,"[40.38782, 40.04693, 40.28268, 40.1971]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '3', 'scatter']",160.876,6.876,21.5375,28.6532,4.4156,148.0,77.0,"[34.312, 34.48886, 34.7483, 34.76377]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '4', 'scatter']",163.6528,7.6528,39.7132,32.2403,4.3555,153.0,78.0,"[30.86215, 31.38705, 31.13846, 31.46666]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '2', 'scatter']",159.7788,5.7788,10.3992,29.6939,4.3735,158.0,77.0,"[32.4426, 32.97814, 32.75067, 32.86119]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '3', 'scatter']",164.736,6.736,25.2683,33.9885,4.3684,165.0,79.0,"[28.90374, 29.57951, 28.99311, 29.08532]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '4', 'scatter']",167.4098,7.4098,46.2928,37.6414,4.3546,173.0,80.0,"[26.7182, 27.50318, 26.44994, 26.36431]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '2', 'balanced']",153.4822,5.4822,6.6869,15.8316,4.3752,126.0,74.0,"[62.10411, 62.5806, 60.92239, 61.96052]"
