Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '3', 'balanced']",155.1414,5.1414,0.7424,0.2274,2.3583,119.0,75.0,"[14.81145, 15.13169, 15.00332, 14.70641]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '4', 'balanced']",155.3806,5.3806,1.5059,0.2283,2.3896,119.0,75.0,"[15.13882, 15.21456, 15.14652, 14.86607]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '2', 'balanced']",158.6112,4.6112,0.4296,0.2519,2.3827,131.0,77.0,"[13.61483, 13.39199, 14.08428, 13.46317]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '3', 'balanced']",161.2304,5.2304,1.1003,0.2543,2.4342,134.0,78.0,"[13.9218, 13.8859, 13.85448, 13.83333]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '4', 'balanced']",163.394,5.394,2.3821,0.2499,2.5009,136.0,79.0,"[14.56629, 14.80143, 14.49877, 14.4546]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '2', 'balanced']",164.7477,4.7477,0.5641,0.2572,2.4273,145.0,80.0,"[13.62895, 13.41483, 13.75041, 13.70315]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '3', 'balanced']",169.298,5.298,1.4659,0.2617,2.5073,151.0,82.0,"[14.06475, 14.03449, 13.92397, 13.85035]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '4', 'balanced']",171.4041,5.4041,3.2422,0.2634,2.6076,156.0,83.0,"[14.44057, 15.33938, 14.28921, 14.23213]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '2', 'scatter']",162.3556,4.3556,0.4106,0.2354,2.2746,119.0,79.0,"[14.30125, 14.10289, 14.82789, 14.68523]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '3', 'scatter']",157.1187,5.1187,0.9555,0.2304,2.3002,119.0,76.0,"[14.79216, 15.12871, 14.88251, 15.19082]"
