Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '2', 'balanced']",124.3599,4.3599,0.162,3.5155,11.0078,115.0,60.0,"[13.77179, 13.08601, 13.62225, 12.89278]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '3', 'balanced']",123.2858,3.2858,0.1941,3.9561,11.0053,120.0,60.0,"[11.87155, 11.96333, 11.8177, 11.81164]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '4', 'balanced']",123.6079,3.6079,0.2679,4.0467,11.0054,121.0,60.0,"[11.58171, 11.6326, 11.58654, 11.58277]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '2', 'balanced']",127.2382,3.2382,0.1817,3.9663,11.0054,129.0,62.0,"[11.56664, 11.62002, 11.65842, 12.47898]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '3', 'balanced']",127.3715,3.3715,0.1894,4.0341,11.0025,136.0,62.0,"[11.41751, 12.35023, 11.41714, 11.37221]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '4', 'balanced']",125.6194,3.6194,0.2469,4.1356,11.0015,132.0,61.0,"[11.36715, 11.43167, 11.2745, 11.32823]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '2', 'balanced']",125.2463,3.2463,0.1861,4.0653,11.0013,145.0,61.0,"[11.65669, 11.38444, 11.37409, 11.37615]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '3', 'balanced']",125.4451,3.4451,0.198,4.0249,10.9994,129.0,61.0,"[12.23476, 11.43678, 11.35462, 11.36132]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '4', 'balanced']",125.853,3.853,0.2444,4.0597,10.9978,105.0,61.0,"[12.15754, 11.44443, 11.2735, 11.38852]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '2', 'scatter']",125.814,5.814,0.214,3.4332,11.0078,113.0,60.0,"[13.50617, 13.86359, 13.77649, 13.50588]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '3', 'scatter']",124.9455,4.9455,0.3173,3.5946,11.0054,117.0,60.0,"[12.40281, 13.35437, 13.46415, 13.01646]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '4', 'scatter']",130.9981,10.9981,0.4024,3.3361,11.0054,114.0,60.0,"[14.94518, 13.76791, 14.1382, 13.41256]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '2', 'scatter']",128.2503,4.2503,0.2376,3.8183,11.0054,129.0,62.0,"[12.10777, 11.84094, 12.9978, 12.21207]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '3', 'scatter']",132.8567,10.8567,0.3258,3.5131,11.0025,128.0,61.0,"[13.85637, 12.97636, 14.00841, 12.62037]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '4', 'scatter']",143.0131,19.0131,0.4293,3.4215,11.0015,124.0,62.0,"[14.23298, 14.33867, 13.09762, 13.20788]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '2', 'scatter']",128.0372,4.0372,0.2502,4.0063,11.0013,140.0,62.0,"[11.60812, 11.54791, 11.52626, 11.78439]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '3', 'scatter']",131.6398,7.6398,0.356,3.8272,10.9994,135.0,62.0,"[12.11099, 11.9181, 12.35292, 12.4016]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '4', 'scatter']",128.259,4.259,0.4905,3.9836,10.9978,154.0,62.0,"[11.51577, 12.24769, 12.07258, 11.31144]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '2', 'balanced']",124.1876,4.1876,0.1645,3.5723,11.0078,115.0,60.0,"[12.9421, 13.61357, 13.10551, 12.86213]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '3', 'balanced']",123.3317,3.3317,0.1861,3.8369,11.0053,120.0,60.0,"[11.80879, 11.87043, 12.66016, 12.59953]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '4', 'balanced']",123.5869,3.5869,0.2654,3.9836,11.0054,121.0,60.0,"[11.5337, 11.62665, 11.59935, 12.35944]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '2', 'balanced']",127.3542,3.3542,0.1819,3.9534,11.0054,129.0,62.0,"[11.59148, 12.71353, 11.59257, 11.58117]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '3', 'balanced']",125.3293,3.3293,0.1862,3.9833,11.0025,136.0,61.0,"[12.18051, 11.47104, 12.22301, 11.27599]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '4', 'balanced']",127.6273,3.6273,0.2424,4.0586,11.0015,141.0,62.0,"[12.20803, 11.39408, 11.32251, 11.33839]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '2', 'balanced']",125.2801,3.2801,0.1874,4.0889,11.0013,143.0,61.0,"[11.39605, 11.36732, 11.33763, 11.42706]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '3', 'balanced']",127.4467,3.4467,0.1925,3.9331,10.9994,107.0,62.0,"[11.48615, 11.41279, 12.11724, 12.45359]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '4', 'balanced']",125.776,3.776,0.2461,4.0817,10.9978,105.0,61.0,"[11.3575, 11.32142, 12.07805, 11.25766]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '2', 'scatter']",125.3096,5.3096,0.212,3.4906,11.0078,115.0,60.0,"[13.50333, 13.60334, 13.3363, 13.31026]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '3', 'scatter']",125.52,5.52,0.3202,3.6189,11.0054,116.0,60.0,"[12.43216, 13.60488, 12.58368, 13.26605]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '4', 'scatter']",129.9904,9.9904,0.4165,3.4176,11.0054,115.0,60.0,"[13.56445, 13.42108, 13.7097, 14.22814]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '2', 'scatter']",130.0256,6.0256,0.2241,3.5977,11.0054,126.0,62.0,"[13.69598, 12.43402, 12.81089, 13.2325]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '3', 'scatter']",138.1289,16.1289,0.323,3.4625,11.0025,123.0,61.0,"[13.9694, 14.61175, 13.28009, 12.38263]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'scatter']",139.4756,17.4756,0.4473,3.5493,11.0015,125.0,61.0,"[13.42427, 13.25617, 12.96438, 13.25707]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'scatter']",128.0018,4.0018,0.2413,3.8583,11.0013,143.0,62.0,"[12.70132, 12.34641, 11.65198, 11.54958]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'scatter']",133.4761,9.4761,0.346,3.7341,10.9994,138.0,62.0,"[12.42927, 13.0683, 12.13396, 12.3688]"
