Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '2', 'balanced']",124.3425,4.3425,0.1767,0.1916,1.0252,124.0,60.0,"[13.86302, 13.49327, 13.36851, 13.41632]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '3', 'balanced']",128.9013,4.9013,0.2333,0.1855,1.0252,128.0,62.0,"[13.93407, 14.0526, 13.99313, 13.92393]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'balanced']",127.1359,5.1359,0.3751,0.1782,1.0252,129.0,61.0,"[14.5743, 14.60908, 14.41338, 14.60512]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'balanced']",128.5562,4.5562,0.1825,0.1902,1.0252,134.0,62.0,"[13.65202, 13.94725, 13.44226, 13.4838]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'balanced']",129.0328,5.0328,0.2592,0.1833,1.0255,139.0,62.0,"[14.15068, 14.09827, 14.51867, 13.84424]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'balanced']",131.2524,5.2524,0.4219,0.1768,1.0256,144.0,63.0,"[14.5901, 14.89141, 14.51508, 14.70315]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '2', 'scatter']",125.7783,3.7783,0.1743,0.198,1.0253,113.0,61.0,"[12.91419, 13.19479, 12.94192, 13.32852]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '3', 'scatter']",124.4445,4.4445,0.236,0.194,1.0253,113.0,60.0,"[13.39617, 13.45528, 13.34288, 13.26067]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '4', 'scatter']",124.8086,4.8086,0.3478,0.1897,1.0253,116.0,60.0,"[13.68268, 13.74826, 13.57149, 13.67874]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '2', 'scatter']",124.2917,4.2917,0.1823,0.1974,1.0253,124.0,60.0,"[13.11905, 13.06365, 13.20892, 13.14449]"
