Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '4', 'scatter']",171.6997,5.6997,48.224,16.5666,2.653,177.0,83.0,"[18.95686, 20.4078, 18.95847, 18.99497]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '2', 'balanced']",164.0933,6.0933,16.4509,9.4735,2.6518,134.0,79.0,"[33.78885, 33.79393, 33.77738, 33.78084]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '3', 'balanced']",152.2524,6.2524,22.35,8.5081,2.6519,131.0,73.0,"[37.51269, 38.14933, 37.36474, 37.45347]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '4', 'balanced']",151.4912,7.4912,53.6117,14.3874,2.652,138.0,72.0,"[22.10725, 22.43961, 22.27834, 22.16612]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '2', 'balanced']",157.9881,5.9881,31.7352,18.4525,2.652,153.0,76.0,"[17.31684, 17.34439, 17.26287, 17.46198]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '3', 'balanced']",160.122,6.122,39.9116,15.2138,2.6521,153.0,77.0,"[21.56834, 21.67393, 19.52861, 21.39258]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '4', 'balanced']",164.3007,6.3007,53.5151,14.3011,2.6522,158.0,79.0,"[22.3205, 23.01498, 22.18494, 22.01822]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '2', 'balanced']",165.5425,5.5425,29.7979,17.2628,2.6521,171.0,80.0,"[18.46465, 18.26454, 18.76645, 18.67686]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '3', 'balanced']",167.8295,5.8295,40.7806,15.5079,2.6523,172.0,81.0,"[19.48741, 21.80933, 19.65387, 21.62261]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '4', 'balanced']",169.9686,5.9686,53.7327,14.2912,2.6525,177.0,82.0,"[22.51094, 22.64446, 22.04048, 22.41675]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '2', 'scatter']",158.2528,6.2528,16.4292,9.9906,2.6535,134.0,76.0,"[32.6847, 32.81684, 32.4883, 32.44421]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '3', 'scatter']",150.7657,6.7657,25.0648,9.8294,2.6537,133.0,72.0,"[31.47671, 33.19988, 31.89087, 36.0183]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '4', 'scatter']",147.8962,7.8962,52.3643,14.4714,2.6538,137.0,70.0,"[22.49654, 22.63127, 22.37046, 22.56258]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '2', 'scatter']",156.1631,6.1631,30.1687,18.2782,2.6537,151.0,75.0,"[17.90253, 17.92389, 18.46496, 17.00945]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '3', 'scatter']",160.156,6.156,42.0205,17.5467,2.6539,157.0,77.0,"[18.71604, 17.81171, 19.12658, 18.62561]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '4', 'scatter']",162.3088,6.3088,55.6953,17.6757,2.6541,160.0,78.0,"[18.23784, 18.60176, 18.48387, 18.42091]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '2', 'scatter']",163.3148,5.3148,27.2125,18.3708,2.6538,167.0,79.0,"[17.72355, 17.15454, 17.92336, 16.99758]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '3', 'scatter']",165.602,5.602,38.3917,17.8801,2.6541,171.0,80.0,"[17.88917, 18.1604, 17.96938, 17.70355]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '4', 'scatter']",169.8226,5.8226,50.4826,17.6422,2.6544,177.0,82.0,"[18.4233, 18.80796, 18.29717, 18.365]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '2', 'balanced']",164.5538,6.5538,16.4685,9.5337,2.6532,134.0,79.0,"[36.36229, 32.33349, 32.62963, 35.34399]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '3', 'balanced']",148.5189,6.5189,22.2101,8.5602,2.6533,132.0,71.0,"[39.67786, 38.23843, 37.74027, 36.56357]"
