Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '3', 'balanced']",152.9542,6.9542,60.7878,19.8419,7.4781,148.0,73.0,"[22.32137, 23.55165, 21.85395, 23.53849]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '4', 'balanced']",151.9921,7.9921,90.7501,21.824,7.4853,153.0,72.0,"[20.60942, 20.78941, 20.82249, 20.83582]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '2', 'balanced']",154.0287,6.0287,64.2761,29.2385,7.4768,166.0,74.0,"[16.02183, 15.16375, 15.75574, 14.98321]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '3', 'balanced']",159.2962,7.2962,95.58,31.2328,7.4778,176.0,76.0,"[14.46892, 14.47994, 14.54679, 14.48233]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '4', 'balanced']",162.8674,8.8674,150.9006,36.2493,7.4792,180.0,77.0,"[12.44101, 12.61521, 12.46006, 12.44771]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '2', 'balanced']",162.2684,6.2684,79.9489,36.3553,7.4769,188.0,78.0,"[13.0297, 11.93064, 12.44911, 12.00319]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '3', 'balanced']",168.0274,8.0274,116.1915,37.9707,7.4773,192.0,80.0,"[11.77346, 11.57899, 11.99393, 12.1533]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '4', 'balanced']",171.2643,9.2643,134.9568,32.3715,7.4787,198.0,81.0,"[14.07859, 14.05926, 13.8855, 13.92199]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '2', 'scatter']",161.7718,5.7718,38.1913,17.4026,7.4118,150.0,78.0,"[26.49397, 26.08102, 26.03609, 25.41716]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '3', 'scatter']",152.7428,6.7428,61.669,20.1345,7.4129,147.0,73.0,"[23.10803, 23.77195, 21.62851, 21.41862]"
